Województwo,Przestępstwo,Kwartał,Rok,Liczba
POLSKA,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2020,3127.0
DOLNOŚLĄSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2020,155.0
KUJAWSKO-POMORSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2020,90.0
LUBELSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2020,72.0
LUBUSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2020,44.0
ŁÓDZKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2020,375.0
MAŁOPOLSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2020,174.0
MAZOWIECKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2020,448.0
OPOLSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2020,62.0
PODKARPACKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2020,168.0
PODLASKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2020,68.0
POMORSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2020,105.0
ŚLĄSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2020,445.0
ŚWIĘTOKRZYSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2020,553.0
WARMIŃSKO-MAZURSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2020,53.0
WIELKOPOLSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2020,240.0
ZACHODNIOPOMORSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2020,75.0
POLSKA,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2021,3568.0
DOLNOŚLĄSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2021,176.0
KUJAWSKO-POMORSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2021,377.0
LUBELSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2021,112.0
LUBUSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2021,93.0
ŁÓDZKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2021,163.0
MAŁOPOLSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2021,389.0
MAZOWIECKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2021,775.0
OPOLSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2021,71.0
PODKARPACKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2021,73.0
PODLASKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2021,120.0
POMORSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2021,143.0
ŚLĄSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2021,591.0
ŚWIĘTOKRZYSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2021,59.0
WARMIŃSKO-MAZURSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2021,108.0
WIELKOPOLSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2021,230.0
ZACHODNIOPOMORSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2021,88.0
POLSKA,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2022,4005.0
DOLNOŚLĄSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2022,271.0
KUJAWSKO-POMORSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2022,617.0
LUBELSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2022,89.0
LUBUSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2022,43.0
ŁÓDZKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2022,211.0
MAŁOPOLSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2022,123.0
MAZOWIECKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2022,922.0
OPOLSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2022,25.0
PODKARPACKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2022,102.0
PODLASKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2022,55.0
POMORSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2022,149.0
ŚLĄSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2022,896.0
ŚWIĘTOKRZYSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2022,73.0
WARMIŃSKO-MAZURSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2022,70.0
WIELKOPOLSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2022,286.0
ZACHODNIOPOMORSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2022,73.0
POLSKA,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2023,2620.0
DOLNOŚLĄSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2023,132.0
KUJAWSKO-POMORSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2023,110.0
LUBELSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2023,109.0
LUBUSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2023,158.0
ŁÓDZKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2023,131.0
MAŁOPOLSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2023,156.0
MAZOWIECKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2023,503.0
OPOLSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2023,101.0
PODKARPACKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2023,144.0
PODLASKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2023,61.0
POMORSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2023,179.0
ŚLĄSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2023,360.0
ŚWIĘTOKRZYSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2023,31.0
WARMIŃSKO-MAZURSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2023,142.0
WIELKOPOLSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2023,190.0
ZACHODNIOPOMORSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2023,113.0
POLSKA,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2024,3313.0
DOLNOŚLĄSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2024,140.0
KUJAWSKO-POMORSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2024,121.0
LUBELSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2024,78.0
LUBUSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2024,48.0
ŁÓDZKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2024,163.0
MAŁOPOLSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2024,158.0
MAZOWIECKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2024,1295.0
OPOLSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2024,33.0
PODKARPACKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2024,96.0
PODLASKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2024,107.0
POMORSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2024,153.0
ŚLĄSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2024,435.0
ŚWIĘTOKRZYSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2024,36.0
WARMIŃSKO-MAZURSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2024,77.0
WIELKOPOLSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2024,273.0
ZACHODNIOPOMORSKIE,przeciwko obrotowi gospodarczemu,pierwsze półrocze,2024,100.0
POLSKA,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2016,
DOLNOŚLĄSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2016,
KUJAWSKO-POMORSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2016,
LUBELSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2016,
LUBUSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2016,
ŁÓDZKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2016,
MAŁOPOLSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2016,
MAZOWIECKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2016,
OPOLSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2016,
PODKARPACKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2016,
PODLASKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2016,
POMORSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2016,
ŚLĄSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2016,
ŚWIĘTOKRZYSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2016,
WARMIŃSKO-MAZURSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2016,
WIELKOPOLSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2016,
ZACHODNIOPOMORSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2016,
POLSKA,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2017,
DOLNOŚLĄSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2017,
KUJAWSKO-POMORSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2017,
LUBELSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2017,
LUBUSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2017,
ŁÓDZKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2017,
MAŁOPOLSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2017,
MAZOWIECKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2017,
OPOLSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2017,
PODKARPACKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2017,
PODLASKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2017,
POMORSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2017,
ŚLĄSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2017,
ŚWIĘTOKRZYSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2017,
WARMIŃSKO-MAZURSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2017,
WIELKOPOLSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2017,
ZACHODNIOPOMORSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2017,
POLSKA,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2018,
DOLNOŚLĄSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2018,
KUJAWSKO-POMORSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2018,
LUBELSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2018,
LUBUSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2018,
ŁÓDZKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2018,
MAŁOPOLSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2018,
MAZOWIECKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2018,
OPOLSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2018,
PODKARPACKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2018,
PODLASKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2018,
POMORSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2018,
ŚLĄSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2018,
ŚWIĘTOKRZYSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2018,
WARMIŃSKO-MAZURSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2018,
WIELKOPOLSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2018,
ZACHODNIOPOMORSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2018,
POLSKA,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2019,
DOLNOŚLĄSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2019,
KUJAWSKO-POMORSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2019,
LUBELSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2019,
LUBUSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2019,
ŁÓDZKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2019,
MAŁOPOLSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2019,
MAZOWIECKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2019,
OPOLSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2019,
PODKARPACKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2019,
PODLASKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2019,
POMORSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2019,
ŚLĄSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2019,
ŚWIĘTOKRZYSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2019,
WARMIŃSKO-MAZURSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2019,
WIELKOPOLSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2019,
ZACHODNIOPOMORSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2019,
POLSKA,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2020,2785.0
DOLNOŚLĄSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2020,138.0
KUJAWSKO-POMORSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2020,115.0
LUBELSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2020,213.0
LUBUSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2020,118.0
ŁÓDZKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2020,154.0
MAŁOPOLSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2020,250.0
MAZOWIECKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2020,649.0
OPOLSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2020,30.0
PODKARPACKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2020,184.0
PODLASKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2020,57.0
POMORSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2020,54.0
ŚLĄSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2020,460.0
ŚWIĘTOKRZYSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2020,83.0
WARMIŃSKO-MAZURSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2020,24.0
WIELKOPOLSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2020,177.0
ZACHODNIOPOMORSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2020,79.0
POLSKA,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2021,2092.0
DOLNOŚLĄSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2021,142.0
KUJAWSKO-POMORSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2021,123.0
LUBELSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2021,91.0
LUBUSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2021,65.0
ŁÓDZKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2021,149.0
MAŁOPOLSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2021,191.0
MAZOWIECKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2021,261.0
OPOLSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2021,28.0
PODKARPACKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2021,89.0
PODLASKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2021,31.0
POMORSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2021,26.0
ŚLĄSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2021,313.0
ŚWIĘTOKRZYSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2021,163.0
WARMIŃSKO-MAZURSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2021,34.0
WIELKOPOLSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2021,241.0
ZACHODNIOPOMORSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2021,145.0
POLSKA,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2022,1946.0
DOLNOŚLĄSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2022,75.0
KUJAWSKO-POMORSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2022,132.0
LUBELSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2022,127.0
LUBUSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2022,55.0
ŁÓDZKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2022,134.0
MAŁOPOLSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2022,238.0
MAZOWIECKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2022,183.0
OPOLSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2022,26.0
PODKARPACKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2022,75.0
PODLASKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2022,37.0
POMORSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2022,51.0
ŚLĄSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2022,317.0
ŚWIĘTOKRZYSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2022,51.0
WARMIŃSKO-MAZURSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2022,21.0
WIELKOPOLSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2022,381.0
ZACHODNIOPOMORSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2022,43.0
POLSKA,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2023,1751.0
DOLNOŚLĄSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2023,89.0
KUJAWSKO-POMORSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2023,105.0
LUBELSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2023,122.0
LUBUSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2023,38.0
ŁÓDZKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2023,169.0
MAŁOPOLSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2023,223.0
MAZOWIECKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2023,263.0
OPOLSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2023,33.0
PODKARPACKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2023,37.0
PODLASKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2023,20.0
POMORSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2023,62.0
ŚLĄSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2023,290.0
ŚWIĘTOKRZYSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2023,47.0
WARMIŃSKO-MAZURSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2023,35.0
WIELKOPOLSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2023,148.0
ZACHODNIOPOMORSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2023,70.0
POLSKA,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2024,2526.0
DOLNOŚLĄSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2024,306.0
KUJAWSKO-POMORSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2024,43.0
LUBELSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2024,239.0
LUBUSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2024,64.0
ŁÓDZKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2024,170.0
MAŁOPOLSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2024,243.0
MAZOWIECKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2024,401.0
OPOLSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2024,33.0
PODKARPACKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2024,45.0
PODLASKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2024,24.0
POMORSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2024,91.0
ŚLĄSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2024,332.0
ŚWIĘTOKRZYSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2024,59.0
WARMIŃSKO-MAZURSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2024,20.0
WIELKOPOLSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2024,370.0
ZACHODNIOPOMORSKIE,przeciwko obrotowi pieniędzmi i papierami wartościowymi,pierwsze półrocze,2024,86.0
POLSKA,z ustawy o przeciwdziałaniu narkomanii,pierwsze półrocze,2016,
DOLNOŚLĄSKIE,z ustawy o przeciwdziałaniu narkomanii,pierwsze półrocze,2016,
KUJAWSKO-POMORSKIE,z ustawy o przeciwdziałaniu narkomanii,pierwsze półrocze,2016,
LUBELSKIE,z ustawy o przeciwdziałaniu narkomanii,pierwsze półrocze,2016,
LUBUSKIE,z ustawy o przeciwdziałaniu narkomanii,pierwsze półrocze,2016,
ŁÓDZKIE,z ustawy o przeciwdziałaniu narkomanii,pierwsze półrocze,2016,
MAŁOPOLSKIE,z ustawy o przeciwdziałaniu narkomanii,pierwsze półrocze,2016,
MAZOWIECKIE,z ustawy o przeciwdziałaniu narkomanii,pierwsze półrocze,2016,
OPOLSKIE,z ustawy o przeciwdziałaniu narkomanii,pierwsze półrocze,2016,
PODKARPACKIE,z ustawy o przeciwdziałaniu narkomanii,pierwsze półrocze,2016,
PODLASKIE,z ustawy o przeciwdziałaniu narkomanii,pierwsze półrocze,2016,
POMORSKIE,z ustawy o przeciwdziałaniu narkomanii,pierwsze półrocze,2016,
ŚLĄSKIE,z ustawy o przeciwdziałaniu narkomanii,pierwsze półrocze,2016,
ŚWIĘTOKRZYSKIE,z ustawy o przeciwdziałaniu narkomanii,pierwsze półrocze,2016,
WARMIŃSKO-MAZURSKIE,z ustawy o przeciwdziałaniu narkomanii,pierwsze półrocze,2016,
WIELKOPOLSKIE,z ustawy o przeciwdziałaniu narkomanii,pierwsze półrocze,2016,
ZACHODNIOPOMORSKIE,z ustawy o przeciwdziałaniu narkomanii,pierwsze półrocze,2016,
POLSKA,z ustawy o przeciwdziałaniu narkomanii,pierwsze półrocze,2017,
DOLNOŚLĄSKIE,z ustawy o przeciwdziałaniu narkomanii,pierwsze półrocze,2017,
KUJAWSKO-POMORSKIE,z ustawy o przeciwdziałaniu narkomanii,pierwsze półrocze,2017,
LUBELSKIE,z ustawy o przeciwdziałaniu narkomanii,pierwsze półrocze,2017,
LUBUSKIE,z ustawy o przeciwdziałaniu narkomanii,pierwsze półrocze,2017,
ŁÓDZKIE,z ustawy o przeciwdziałaniu narkomanii,pierwsze półrocze,2017,
MAŁOPOLSKIE,z ustawy o przeciwdziałaniu narkomanii,pierwsze półrocze,2017,
MAZOWIECKIE,z ustawy o przeciwdziałaniu narkomanii,pierwsze półrocze,2017,
OPOLSKIE,z ustawy o przeciwdziałaniu narkomanii,pierwsze półrocze,2017,
PODKARPACKIE,z ustawy o przeciwdziałaniu narkomanii,pierwsze półrocze,2017,
PODLASKIE,z ustawy o przeciwdziałaniu narkomanii,pierwsze półrocze,2017,
POMORSKIE,z ustawy o przeciwdziałaniu narkomanii,pierwsze półrocze,2017,
ŚLĄSKIE,z ustawy o przeciwdziałaniu narkomanii,pierwsze półrocze,2017,
